rank,labels,hexes,sigma0,sigma2,sigma4,sigma8,sigma16,p99_sigma2,rank_key
2248,Blue|Green|Dark Grey|Cold White,#003776|#06924D|#485259|#D9DFE5,52.7092,52.3856,52.3428,51.8540,50.3436,109.5396,52.1198
2249,Blue|Grey|Cold White|Pink,#003776|#8C9099|#D9DFE5|#F1A1AF,55.2697,53.4624,52.4983,50.8106,47.2885,96.4286,52.1365
2250,Azure Blue|Dark Grey|Polymaker Teal|Grey,#0066D9|#485259|#4CC0C7|#8C9099,56.9147,53.6176,52.3919,50.6791,47.8584,116.4415,52.1483
2251,Blue|Green|Black|Cold White,#003776|#06924D|#080A0D|#D9DFE5,52.7925,52.4354,52.3964,51.9048,50.3886,110.7840,52.1701
2252,Blue|Green|Black|Dark Grey,#003776|#06924D|#080A0D|#485259,52.7769,52.4361,52.3986,51.9075,50.3993,110.5117,52.1718
2253,Blue|Green|Dark Grey|Polymaker Teal,#003776|#06924D|#485259|#4CC0C7,52.7302,52.4433,52.4032,51.9199,50.4218,109.8854,52.1816
2254,Blue|Green|Black|Polymaker Teal,#003776|#06924D|#080A0D|#4CC0C7,52.8147,52.4889,52.4385,51.9426,50.4316,110.7929,52.2158
2255,Blue|Azure Blue|Lime Green|Yellow,#003776|#0066D9|#D5D701|#FFE800,54.7960,53.2635,52.4660,51.1854,48.9074,90.5069,52.2244
2256,Blue|Azure Blue|Grey|Tan,#003776|#0066D9|#8C9099|#A79E82,55.0316,53.5187,52.6318,50.9549,47.7160,87.1472,52.2368
2257,Blue|Black|Brown|Dark Olive Drab,#003776|#080A0D|#55331A|#575B54,53.9165,53.3370,52.6623,51.1899,48.4386,114.3677,52.2634
2258,Blue|Azure Blue|Dark Grey|Grey,#003776|#0066D9|#485259|#8C9099,56.9842,53.8732,52.5985,50.7301,47.6363,120.8328,52.3017
2259,Blue|Dark Grey|Grey|Cold White,#003776|#485259|#8C9099|#D9DFE5,54.6391,53.6869,52.8439,51.0303,47.4721,92.5725,52.3586
2260,Blue|Black|Grey|Cold White,#003776|#080A0D|#8C9099|#D9DFE5,54.8098,53.6940,52.8482,51.0429,47.5167,92.4313,52.3684
2261,Azure Blue|Green|Black|Olive Green,#0066D9|#06924D|#080A0D|#948902,59.8265,53.5886,52.4149,51.1567,49.0085,89.5345,52.3726
2262,Blue|Polymaker Teal|Dark Olive Drab|Grey,#003776|#4CC0C7|#575B54|#8C9099,54.3959,53.5072,52.8054,51.3297,48.4754,95.4656,52.4184
2263,Blue|Black|Dark Olive Drab|Grey,#003776|#080A0D|#575B54|#8C9099,54.7884,53.7561,52.8944,51.1095,47.6642,94.6107,52.4328
2264,Blue|Dark Grey|Dark Olive Drab|Grey,#003776|#485259|#575B54|#8C9099,54.7696,53.7600,52.8980,51.1119,47.6631,94.6310,52.4360
2265,Blue|Dark Olive Drab|Grey|Cold White,#003776|#575B54|#8C9099|#D9DFE5,54.7685,53.7618,52.9007,51.1145,47.6638,94.6310,52.4382
2266,Blue|Black|Dark Grey|Grey,#003776|#080A0D|#485259|#8C9099,54.9376,53.7944,52.9538,51.1717,47.7271,93.9455,52.4831
2267,Blue|Black|Polymaker Teal|Grey,#003776|#080A0D|#4CC0C7|#8C9099,54.9263,53.6251,52.9093,51.4886,48.7116,96.4210,52.5568
2268,Blue|Dark Grey|Polymaker Teal|Grey,#003776|#485259|#4CC0C7|#8C9099,54.5703,53.6541,52.9533,51.5027,48.6839,95.8302,52.5784
2269,Blue|Polymaker Teal|Grey|Cold White,#003776|#4CC0C7|#8C9099|#D9DFE5,54.5367,53.6791,52.9947,51.5097,48.5903,93.8303,52.5944
2270,Azure Blue|Grey|Tan|Lime Green,#0066D9|#8C9099|#A79E82|#D5D701,55.3829,53.7479,52.9217,51.6011,49.3323,93.6117,52.6745
2271,Azure Blue|Green|Grey|Lime Green,#0066D9|#06924D|#8C9099|#D5D701,54.5172,53.2972,52.8282,52.1278,50.5942,94.4587,52.7125
2272,Blue|Azure Blue|Dark Grey|Polymaker Teal,#003776|#0066D9|#485259|#4CC0C7,57.1004,54.1274,52.9897,51.3814,48.6858,118.5251,52.7544
2273,Blue|Azure Blue|Black|Olive Green,#003776|#0066D9|#080A0D|#948902,60.4341,54.3340,52.9184,51.2104,48.4210,89.4957,52.7722
2274,Blue|Azure Blue|Green|Grey,#003776|#0066D9|#06924D|#8C9099,54.4025,53.4053,53.0424,52.1766,50.0673,110.8508,52.7910
2275,Azure Blue|Green|Olive Green|Pink,#0066D9|#06924D|#948902|#F1A1AF,59.1996,53.9269,52.8835,51.6709,49.2251,87.9262,52.7989
2276,Azure Blue|Olive Green|White|Pink,#0066D9|#948902|#EBF7FF|#F1A1AF,58.9907,54.1761,52.9814,51.4610,48.6869,83.6902,52.8186
2277,Azure Blue|Black|Dark Olive Drab|Olive Green,#0066D9|#080A0D|#575B54|#948902,61.0993,54.5048,52.9924,51.2340,48.4292,89.5334,52.8694
2278,Azure Blue|Black|Dark Grey|Olive Green,#0066D9|#080A0D|#485259|#948902,61.1018,54.5048,52.9922,51.2344,48.4292,89.5334,52.8696
2279,Azure Blue|Black|Olive Green|Cold White,#0066D9|#080A0D|#948902|#D9DFE5,61.1141,54.5078,52.9939,51.2353,48.4293,89.5334,52.8715
2280,Azure Blue|Black|Grey|Olive Green,#0066D9|#080A0D|#8C9099|#948902,61.1145,54.5155,53.0044,51.2458,48.4340,89.5334,52.8806
2281,Azure Blue|Polymaker Teal|Tan|Lime Green,#0066D9|#4CC0C7|#A79E82|#D5D701,55.2414,53.7768,53.1126,52.0362,50.0839,94.8617,52.9065
2282,Blue|Dark Grey|Polymaker Teal|Cold White,#003776|#485259|#4CC0C7|#D9DFE5,55.0282,54.0425,53.3288,51.8814,49.0959,96.5893,52.9619
2283,Azure Blue|Black|Olive Green|White,#0066D9|#080A0D|#948902|#EBF7FF,61.2076,54.6321,53.1591,51.3969,48.5189,92.0151,53.0145
2284,Blue|Dark Grey|Polymaker Teal|Dark Olive Drab,#003776|#485259|#4CC0C7|#575B54,54.8695,54.0946,53.4119,51.9738,49.2633,97.3935,53.0342
2285,Azure Blue|Black|Olive Green|Tan,#0066D9|#080A0D|#948902|#A79E82,61.2013,54.6583,53.1860,51.4348,48.5554,90.9224,53.0465
2286,Azure Blue|Tan|Lime Green|White,#0066D9|#A79E82|#D5D701|#EBF7FF,55.6403,54.0935,53.3056,52.0064,49.7282,94.7767,53.0500
2287,Blue|Black|Polymaker Teal|Dark Olive Drab,#003776|#080A0D|#4CC0C7|#575B54,55.0179,54.1713,53.4679,52.0213,49.2891,98.5851,53.0963
2288,Blue|Polymaker Teal|Dark Olive Drab|Cold White,#003776|#4CC0C7|#575B54|#D9DFE5,54.9216,54.1761,53.4828,52.0182,49.2705,98.5730,53.0971
2289,Blue|Azure Blue|Olive Green|Lime Green,#003776|#0066D9|#948902|#D5D701,61.0554,54.6584,53.1375,51.5419,49.3501,100.4332,53.1001
2290,Azure Blue|Polymaker Teal|Dark Olive Drab|Grey,#0066D9|#4CC0C7|#575B54|#8C9099,58.7360,54.6943,53.3571,51.6111,48.7830,117.4927,53.1527
2291,Azure Blue|Black|Polymaker Teal|Olive Green,#0066D9|#080A0D|#4CC0C7|#948902,61.3517,54.7683,53.3248,51.6301,48.8661,91.1373,53.1992
2292,Azure Blue|Green|Olive Green|Lime Green,#0066D9|#06924D|#948902|#D5D701,60.7278,54.4148,53.1107,51.9869,50.3894,101.6053,53.2008
2293,Blue|Green|Brown|White,#003776|#06924D|#55331A|#EBF7FF,53.4316,53.6323,53.6321,52.8764,50.5411,90.7348,53.2544
2294,Azure Blue|Polymaker Teal|Dark Olive Drab|Cold White,#0066D9|#4CC0C7|#575B54|#D9DFE5,58.8151,54.7851,53.4579,51.7451,48.9479,115.9297,53.2651
2295,Blue|Azure Blue|Dark Olive Drab|Grey,#003776|#0066D9|#575B54|#8C9099,58.4547,54.8330,53.5396,51.7636,48.7772,118.5937,53.2983
2296,Azure Blue|Dark Olive Drab|Grey|Cold White,#0066D9|#575B54|#8C9099|#D9DFE5,58.9304,54.9250,53.5435,51.7135,48.6987,117.4969,53.3193
2297,Blue|Black|Polymaker Teal|Cold White,#003776|#080A0D|#4CC0C7|#D9DFE5,55.6928,54.4309,53.6797,52.2167,49.4372,104.0432,53.3238
2298,Blue|Azure Blue|Olive Green|Pink,#003776|#0066D9|#948902|#F1A1AF,60.4760,54.8548,53.4720,51.8499,48.8930,87.5039,53.3523
2299,Blue|Azure Blue|Polymaker Teal|Dark Olive Drab,#003776|#0066D9|#4CC0C7|#575B54,58.4279,54.8251,53.5931,51.9327,49.1870,118.5283,53.3789
2300,Blue|Azure Blue|Tan|White,#003776|#0066D9|#A79E82|#EBF7FF,56.1764,54.6551,53.7828,52.1275,48.8766,93.3899,53.3913
2301,Blue|Black|Dark Olive Drab|Cold White,#003776|#080A0D|#575B54|#D9DFE5,56.3919,54.8393,53.7941,51.9500,48.5411,112.3981,53.3946
2302,Azure Blue|Dark Grey|Dark Olive Drab|Grey,#0066D9|#485259|#575B54|#8C9099,58.9503,54.9969,53.6276,51.8070,48.8050,118.6362,53.4020
2303,Blue|Black|Dark Grey|Polymaker Teal,#003776|#080A0D|#485259|#4CC0C7,55.6523,54.4686,53.7738,52.4044,49.7947,99.2125,53.4365
2304,Blue|Azure Blue|Lime Green|Cold White,#003776|#0066D9|#D5D701|#D9DFE5,55.5660,54.3932,53.7256,52.4998,50.3436,94.3312,53.4465
2305,Blue|Azure Blue|Dark Olive Drab|Cold White,#003776|#0066D9|#575B54|#D9DFE5,58.5792,54.9758,53.6853,51.9232,48.9541,118.3997,53.4495
2306,Azure Blue|Green|Grey|Tan,#0066D9|#06924D|#8C9099|#A79E82,55.4837,54.2172,53.7358,52.7468,50.4080,93.3892,53.4820
2307,Azure Blue|Dark Grey|Polymaker Teal|Dark Olive Drab,#0066D9|#485259|#4CC0C7|#575B54,58.9238,54.9928,53.6845,51.9759,49.2087,118.5830,53.4844
2308,Azure Blue|Dark Grey|Olive Green|Pink,#0066D9|#485259|#948902|#F1A1AF,60.6529,54.9820,53.6021,51.9939,49.0560,87.5539,53.4879
2309,Azure Blue|Grey|Lime Green|White,#0066D9|#8C9099|#D5D701|#EBF7FF,56.0698,54.5601,53.7533,52.4290,50.1846,96.2398,53.4945
2310,Azure Blue|Dark Olive Drab|Olive Green|Pink,#0066D9|#575B54|#948902|#F1A1AF,60.6766,55.0087,53.6255,52.0100,49.0626,87.7640,53.5093
2311,Azure Blue|Grey|Olive Green|Pink,#0066D9|#8C9099|#948902|#F1A1AF,60.6900,55.0324,53.6464,52.0244,49.0677,87.9248,53.5284
2312,Azure Blue|Olive Green|Cold White|Pink,#0066D9|#948902|#D9DFE5|#F1A1AF,60.7011,55.0340,53.6453,52.0274,49.0764,87.9248,53.5307
2313,Azure Blue|Olive Green|Tan|Pink,#0066D9|#948902|#A79E82|#F1A1AF,60.6926,55.0434,53.6624,52.0424,49.0863,87.9251,53.5429
2314,Azure Blue|Polymaker Teal|Olive Green|Pink,#0066D9|#4CC0C7|#948902|#F1A1AF,60.6693,55.0366,53.6806,52.0696,49.1326,87.9461,53.5531
2315,Azure Blue|Dark Grey|Dark Olive Drab|Cold White,#0066D9|#485259|#575B54|#D9DFE5,59.0762,55.1408,53.7741,51.9672,48.9816,118.4386,53.5540
2316,Blue|Dark Grey|Dark Olive Drab|Cold White,#003776|#485259|#575B54|#D9DFE5,56.1137,54.8881,53.9785,52.2446,48.9993,112.1769,53.5663
2317,Blue|Green|Tan|White,#003776|#06924D|#A79E82|#EBF7FF,53.9330,53.9686,53.9580,53.1810,50.8316,97.9927,53.5748
2318,Azure Blue|Green|Tan|Yellow,#0066D9|#06924D|#A79E82|#FFE800,55.2885,54.1168,53.6822,53.0348,51.4855,93.4747,53.5758
2319,Blue|Azure Blue|Green|Olive Green,#003776|#0066D9|#06924D|#948902,59.9490,54.7216,53.6639,52.4598,50.3046,90.7852,53.5907
2320,Blue|Black|Dark Grey|Cold White,#003776|#080A0D|#485259|#D9DFE5,56.5770,55.0308,54.0095,52.1923,48.8196,112.6744,53.6115
2321,Azure Blue|Polymaker Teal|Grey|Lime Green,#0066D9|#4CC0C7|#8C9099|#D5D701,55.9257,54.5371,53.8794,52.7857,50.7847,94.4587,53.6614
2322,Azure Blue|Green|Polymaker Teal|Tan,#0066D9|#06924D|#4CC0C7|#A79E82,55.6824,54.4124,53.9382,52.9630,50.6266,93.3991,53.6877
2323,Azure Blue|Green|Olive Green|Yellow,#0066D9|#06924D|#948902|#FFE800,60.8849,54.7997,53.6125,52.6480,51.0762,100.8841,53.7238
2324,Blue|Green|Black|White,#003776|#06924D|#080A0D|#EBF7FF,54.2742,54.1646,54.1442,53.3607,51.0433,98.5586,53.7626
2325,Blue|Green|Dark Olive Drab|White,#003776|#06924D|#575B54|#EBF7FF,54.1586,54.1987,54.1773,53.3869,51.0511,99.8557,53.7928
2326,Azure Blue|Green|Grey|White,#0066D9|#06924D|#8C9099|#EBF7FF,55.5650,54.4997,54.0966,53.1197,50.7766,97.7969,53.8097
2327,Azure Blue|Dark Grey|Olive Green|Yellow,#0066D9|#485259|#948902|#FFE800,61.9007,55.4033,53.8433,52.2728,49.9290,99.3591,53.8381
2328,Blue|Green|Dark Grey|White,#003776|#06924D|#485259|#EBF7FF,54.2281,54.2586,54.2373,53.4459,51.1044,101.1063,53.8523
2329,Blue|Azure Blue|Dark Grey|Dark Olive Drab,#003776|#0066D9|#485259|#575B54,58.8293,55.3455,54.0948,52.3672,49.4411,123.6854,53.8564
2330,Azure Blue|Dark Olive Drab|Olive Green|Lime Green,#0066D9|#575B54|#948902|#D5D701,61.8174,55.3858,53.8999,52.3625,50.2281,98.5399,53.8741
2331,Azure Blue|Grey|Olive Green|Lime Green,#0066D9|#8C9099|#948902|#D5D701,62.0170,55.4666,53.9366,52.3216,49.9934,100.7755,53.8941
2332,Azure Blue|Dark Grey|Olive Green|Lime Green,#0066D9|#485259|#948902|#D5D701,61.8366,55.4196,53.9388,52.4024,50.2745,98.4273,53.9110
2333,Azure Blue|Polymaker Teal|Olive Green|Lime Green,#0066D9|#4CC0C7|#948902|#D5D701,61.8974,55.3925,53.9280,52.4533,50.3487,101.5892,53.9229
2334,Blue|Green|Grey|White,#003776|#06924D|#8C9099|#EBF7FF,54.3303,54.3446,54.3206,53.5336,51.1936,102.8756,53.9391
2335,Blue|Green|Cold White|White,#003776|#06924D|#D9DFE5|#EBF7FF,54.3373,54.3491,54.3281,53.5463,51.2088,102.9382,53.9477
2336,Blue|Azure Blue|Grey|White,#003776|#0066D9|#8C9099|#EBF7FF,56.7980,55.2514,54.3368,52.6492,49.4417,99.4737,53.9503
2337,Blue|Azure Blue|Olive Green|Yellow,#003776|#0066D9|#948902|#FFE800,60.9556,55.3852,54.0240,52.5199,50.1327,96.2322,53.9526
2338,Azure Blue|Olive Green|Lime Green|White,#0066D9|#948902|#D5D701|#EBF7FF,62.0701,55.5150,53.9928,52.3906,50.0734,101.9011,53.9528
2339,Blue|Green|Polymaker Teal|White,#003776|#06924D|#4CC0C7|#EBF7FF,54.3524,54.3580,54.3301,53.5483,51.2159,102.9394,53.9531
2340,Blue|Azure Blue|Polymaker Teal|Tan,#003776|#0066D9|#4CC0C7|#A79E82,56.8968,55.2511,54.3063,52.6566,49.5901,95.6513,53.9539
2341,Blue|Brown|Tan|White,#003776|#55331A|#A79E82|#EBF7FF,55.5138,55.1164,54.4745,52.8009,49.2443,93.4245,53.9587
2342,Azure Blue|Green|Dark Olive Drab|Olive Green,#0066D9|#06924D|#575B54|#948902,61.2411,55.2026,53.9996,52.7157,50.5308,90.6707,53.9591
2343,Blue|Azure Blue|Tan|Cold White,#003776|#0066D9|#A79E82|#D9DFE5,56.8076,55.2694,54.3545,52.6989,49.5196,94.3721,53.9842
2344,Azure Blue|Dark Olive Drab|Olive Green|Yellow,#0066D9|#575B54|#948902|#FFE800,62.0451,55.5431,53.9972,52.4399,50.0949,99.1467,53.9915
2345,Blue|Black|Tan|White,#003776|#080A0D|#A79E82|#EBF7FF,55.9682,55.1933,54.5152,52.8008,49.1659,94.9879,53.9970
2346,Azure Blue|Green|Dark Grey|Olive Green,#0066D9|#06924D|#485259|#948902,61.2714,55.2655,54.0673,52.7844,50.5952,90.8052,54.0249
2347,Azure Blue|Olive Green|Lime Green|Cold White,#0066D9|#948902|#D5D701|#D9DFE5,62.1484,55.6204,54.1015,52.4937,50.1532,101.6029,54.0571
2348,Blue|Azure Blue|Dark Olive Drab|Olive Green,#003776|#0066D9|#575B54|#948902,61.1778,55.6124,54.2112,52.5020,49.6877,90.6302,54.0572
2349,Blue|Dark Olive Drab|Tan|White,#003776|#575B54|#A79E82|#EBF7FF,55.7553,55.2493,54.5999,52.8987,49.2629,96.2751,54.0740
2350,Blue|Azure Blue|Dark Grey|Olive Green,#003776|#0066D9|#485259|#948902,61.1877,55.6276,54.2314,52.5250,49.7094,90.7033,54.0763
2351,Azure Blue|Green|Olive Green|Cold White,#0066D9|#06924D|#948902|#D9DFE5,61.5170,55.3319,54.1079,52.8214,50.6358,90.8120,54.0767
2352,Azure Blue|Green|Polymaker Teal|Olive Green,#0066D9|#06924D|#4CC0C7|#948902,61.5205,55.3452,54.1237,52.8355,50.6460,90.8120,54.0903
2353,Azure Blue|Tan|Lime Green|Cold White,#0066D9|#A79E82|#D5D701|#D9DFE5,56.5536,55.1023,54.3495,53.0926,50.8201,95.5855,54.0974
2354,Azure Blue|Green|Grey|Yellow,#0066D9|#06924D|#8C9099|#FFE800,55.7176,54.6478,54.2332,53.5713,51.9884,92.7318,54.1095
2355,Blue|Azure Blue|Grey|Olive Green,#003776|#0066D9|#8C9099|#948902,61.2481,55.6668,54.2667,52.5526,49.7211,90.7848,54.1097
2356,Blue|Azure Blue|Olive Green|Cold White,#003776|#0066D9|#948902|#D9DFE5,61.2574,55.6709,54.2687,52.5545,49.7226,90.7848,54.1127
2357,Blue|Dark Grey|Tan|White,#003776|#485259|#A79E82|#EBF7FF,55.8398,55.3129,54.6579,52.9581,49.3294,96.9173,54.1355
2358,Azure Blue|Green|Grey|Olive Green,#0066D9|#06924D|#8C9099|#948902,61.5215,55.4243,54.2203,52.9403,50.7537,90.7853,54.1823
2359,Blue|Polymaker Teal|Brown|White,#003776|#4CC0C7|#55331A|#EBF7FF,55.7774,55.3596,54.6920,53.0334,49.5920,94.8426,54.1965
2360,Blue|Azure Blue|Olive Green|Tan,#003776|#0066D9|#948902|#A79E82,61.6708,55.7892,54.3634,52.6304,49.6945,92.6405,54.2098
2361,Azure Blue|Green|Tan|Cold White,#0066D9|#06924D|#A79E82|#D9DFE5,56.0754,54.9122,54.4827,53.5463,51.2123,94.6661,54.2293
2362,Blue|Brown|Dark Olive Drab|White,#003776|#55331A|#575B54|#EBF7FF,55.7881,55.4306,54.7508,53.0351,49.4571,94.8397,54.2329
2363,Blue|Black|Brown|White,#003776|#080A0D|#55331A|#EBF7FF,55.9687,55.4626,54.7560,53.0286,49.4570,94.8417,54.2456
2364,Azure Blue|Green|Tan|White,#0066D9|#06924D|#A79E82|#EBF7FF,56.0119,54.9136,54.5250,53.5806,51.2431,92.5397,54.2471
2365,Blue|Azure Blue|Cold White|Yellow,#003776|#0066D9|#D9DFE5|#FFE800,56.4645,55.2163,54.5203,53.2975,50.9537,90.7635,54.2569
2366,Blue|Dark Grey|Brown|White,#003776|#485259|#55331A|#EBF7FF,55.8742,55.4756,54.7824,53.0483,49.4384,94.8379,54.2619
2367,Blue|Brown|Cold White|White,#003776|#55331A|#D9DFE5|#EBF7FF,55.8939,55.4779,54.7810,53.0461,49.4356,94.8379,54.2620
2368,Blue|Polymaker Teal|Tan|White,#003776|#4CC0C7|#A79E82|#EBF7FF,55.9015,55.3787,54.7530,53.1462,49.7001,97.9256,54.2624
2369,Blue|Brown|Grey|White,#003776|#55331A|#8C9099|#EBF7FF,55.8928,55.4792,54.7826,53.0473,49.4357,94.8379,54.2633
2370,Blue|Grey|Tan|White,#003776|#8C9099|#A79E82|#EBF7FF,55.9792,55.4423,54.7909,53.1123,49.5036,97.9256,54.2773
2371,Blue|Tan|Cold White|White,#003776|#A79E82|#D9DFE5|#EBF7FF,55.9792,55.4423,54.7909,53.1123,49.5036,97.9256,54.2773
2372,Blue|Black|Dark Grey|Dark Olive Drab,#003776|#080A0D|#485259|#575B54,56.5169,55.5284,54.7118,53.0944,50.0449,119.0589,54.3114
2373,Azure Blue|Green|Olive Green|White,#0066D9|#06924D|#948902|#EBF7FF,61.6199,55.5930,54.4160,53.1293,50.8611,93.4001,54.3611
2374,Azure Blue|Green|Olive Green|Tan,#0066D9|#06924D|#948902|#A79E82,61.8620,55.6735,54.4250,53.0943,50.7250,96.0756,54.3839
2375,Azure Blue|Green|Polymaker Teal|Grey,#0066D9|#06924D|#4CC0C7|#8C9099,56.1465,55.0547,54.6356,53.7251,51.5529,111.1229,54.3899
2376,Blue|Azure Blue|Olive Green|White,#003776|#0066D9|#948902|#EBF7FF,61.3683,55.9074,54.5705,52.8869,50.0017,93.7671,54.3971
2377,Azure Blue|Dark Olive Drab|Olive Green|Cold White,#0066D9|#575B54|#948902|#D9DFE5,62.5212,56.1247,54.5788,52.7927,49.9502,90.6674,54.4587
2378,Azure Blue|Dark Olive Drab|Grey|Olive Green,#0066D9|#575B54|#8C9099|#948902,62.5217,56.1277,54.5824,52.7959,49.9517,90.6674,54.4618
2379,Azure Blue|Dark Grey|Dark Olive Drab|Olive Green,#0066D9|#485259|#575B54|#948902,62.5027,56.1356,54.5945,52.8065,49.9628,90.7584,54.4710
2380,Azure Blue|Grey|Olive Green|Yellow,#0066D9|#8C9099|#948902|#FFE800,62.3467,55.9882,54.5039,52.9963,50.5855,100.9781,54.4923
2381,Azure Blue|Dark Grey|Grey|Olive Green,#0066D9|#485259|#8C9099|#948902,62.5625,56.1842,54.6423,52.8573,50.0123,90.7976,54.5208
2382,Azure Blue|Dark Grey|Olive Green|Cold White,#0066D9|#485259|#948902|#D9DFE5,62.5616,56.1857,54.6439,52.8582,50.0119,90.7976,54.5219
2383,Azure Blue|Olive Green|Tan|Lime Green,#0066D9|#948902|#A79E82|#D5D701,62.3187,56.0257,54.5794,53.0201,50.7175,99.6988,54.5229
2384,Azure Blue|Olive Green|Tan|Yellow,#0066D9|#948902|#A79E82|#FFE800,62.3926,56.0284,54.5475,53.0388,50.5986,101.5106,54.5336
2385,Azure Blue|Polymaker Teal|Olive Green|Yellow,#0066D9|#4CC0C7|#948902|#FFE800,62.1554,55.8814,54.5148,53.2022,51.0856,101.6234,54.5418
2386,Azure Blue|Grey|Tan|Yellow,#0066D9|#8C9099|#A79E82|#FFE800,57.0281,55.5352,54.7817,53.5710,51.2371,92.2617,54.5531
2387,Blue|Azure Blue|Polymaker Teal|Grey,#003776|#0066D9|#4CC0C7|#8C9099,57.2752,55.8548,55.0031,53.4309,50.4979,114.5732,54.6429
2388,Azure Blue|Grey|Olive Green|Cold White,#0066D9|#8C9099|#948902|#D9DFE5,62.8211,56.3754,54.8332,53.0442,50.1766,90.7835,54.7098
2389,Azure Blue|Dark Olive Drab|Olive Green|White,#0066D9|#575B54|#948902|#EBF7FF,62.5637,56.3393,54.8682,53.1076,50.2056,93.4359,54.7234
2390,Azure Blue|Grey|Lime Green|Cold White,#0066D9|#8C9099|#D5D701|#D9DFE5,57.1000,55.7206,54.9836,53.7278,51.4569,94.8698,54.7242
2391,Azure Blue|Polymaker Teal|Grey|Tan,#0066D9|#4CC0C7|#8C9099|#A79E82,57.7109,56.0445,55.0925,53.4377,50.3598,95.7747,54.7411
2392,Azure Blue|Olive Green|Lime Green|Yellow,#0066D9|#948902|#D5D701|#FFE800,62.6263,56.2337,54.7537,53.2518,50.8705,100.9678,54.7428
2393,Blue|Black|Dark Olive Drab|White,#003776|#080A0D|#575B54|#EBF7FF,56.8782,56.0003,55.2742,53.5032,49.8182,97.9345,54.7517
2394,Azure Blue|Olive Green|Cold White|Yellow,#0066D9|#948902|#D9DFE5|#FFE800,62.5990,56.2520,54.7806,53.2748,50.8249,101.6370,54.7634
2395,Azure Blue|Olive Green|White|Yellow,#0066D9|#948902|#EBF7FF|#FFE800,62.6551,56.2675,54.7835,53.2711,50.8515,100.8720,54.7693
2396,Blue|Polymaker Teal|Dark Olive Drab|White,#003776|#4CC0C7|#575B54|#EBF7FF,56.5447,55.9522,55.2760,53.5869,50.0278,99.5187,54.7695
2397,Blue|Black|Polymaker Teal|White,#003776|#080A0D|#4CC0C7|#EBF7FF,57.1232,55.9931,55.2723,53.5726,50.0325,98.0701,54.7828
2398,Azure Blue|Dark Grey|Olive Green|White,#0066D9|#485259|#948902|#EBF7FF,62.6156,56.4001,54.9322,53.1738,50.2712,93.4383,54.7870
2399,Blue|Dark Grey|Dark Olive Drab|White,#003776|#485259|#575B54|#EBF7FF,56.5876,56.0115,55.3152,53.5643,49.8875,99.5246,54.7879
2400,Blue|Dark Olive Drab|Grey|White,#003776|#575B54|#8C9099|#EBF7FF,56.5883,56.0177,55.3221,53.5708,49.8927,99.5187,54.7943
2401,Blue|Dark Olive Drab|Cold White|White,#003776|#575B54|#D9DFE5|#EBF7FF,56.5883,56.0177,55.3221,53.5708,49.8927,99.5187,54.7943
2402,Blue|Azure Blue|Polymaker Teal|Olive Green,#003776|#0066D9|#4CC0C7|#948902,62.5729,56.4174,54.9512,53.2113,50.3380,94.7062,54.8144
2403,Azure Blue|Tan|Lime Green|Yellow,#0066D9|#A79E82|#D5D701|#FFE800,57.2777,55.8089,55.0628,53.8499,51.5194,93.6117,54.8294
2404,Blue|Black|Cold White|White,#003776|#080A0D|#D9DFE5|#EBF7FF,57.2238,56.1066,55.3528,53.5641,49.8605,98.0701,54.8354
2405,Blue|Black|Dark Grey|White,#003776|#080A0D|#485259|#EBF7FF,57.2191,56.1069,55.3560,53.5666,49.8567,98.0701,54.8367
2406,Blue|Black|Grey|White,#003776|#080A0D|#8C9099|#EBF7FF,57.2434,56.1118,55.3563,53.5646,49.8566,98.0701,54.8382
2407,Azure Blue|Polymaker Teal|Tan|Yellow,#0066D9|#4CC0C7|#A79E82|#FFE800,56.9249,55.6099,55.0355,54.0892,52.1174,93.4734,54.8495
2408,Azure Blue|Dark Grey|Olive Green|Tan,#0066D9|#485259|#948902|#A79E82,62.9899,56.5071,54.9683,53.2030,50.2709,94.0945,54.8551
2409,Azure Blue|Polymaker Teal|Olive Green|White,#0066D9|#4CC0C7|#948902|#EBF7FF,62.8862,56.5245,55.0822,53.3815,50.5672,93.3970,54.9530
2410,Azure Blue|Olive Green|Cold White|White,#0066D9|#948902|#D9DFE5|#EBF7FF,62.9212,56.5837,55.1010,53.3363,50.3912,93.3989,54.9600
2411,Azure Blue|Dark Olive Drab|Olive Green|Tan,#0066D9|#575B54|#948902|#A79E82,63.1414,56.6370,55.0925,53.3134,50.3679,94.0325,54.9752
2412,Azure Blue|Grey|Olive Green|White,#0066D9|#8C9099|#948902|#EBF7FF,62.8820,56.6268,55.1655,53.4066,50.4663,93.3091,55.0167
2413,Azure Blue|Green|Grey|Cold White,#0066D9|#06924D|#8C9099|#D9DFE5,56.8839,55.7559,55.2877,54.2902,51.9439,108.9154,55.0230
2414,Azure Blue|Polymaker Teal|Olive Green|Tan,#0066D9|#4CC0C7|#948902|#A79E82,63.2596,56.7225,55.1595,53.3653,50.4172,96.0613,55.0439
2415,Blue|Dark Grey|Polymaker Teal|White,#003776|#485259|#4CC0C7|#EBF7FF,56.8754,56.2242,55.5349,53.8654,50.3674,100.9135,55.0448
2416,Blue|Dark Grey|Grey|White,#003776|#485259|#8C9099|#EBF7FF,56.9566,56.3045,55.5757,53.8039,50.1249,100.9135,55.0542
