rank,labels,hexes,sigma0,sigma2,sigma4,sigma8,sigma16,p99_sigma2,rank_key
2076,Blue|Dark Grey|Tan|Cold White,#003776|#485259|#A79E82|#D9DFE5,52.6484,51.7862,51.0675,49.4135,46.0486,84.8428,50.5998
2077,Blue|Dark Grey|Grey|Tan,#003776|#485259|#8C9099|#A79E82,52.6512,51.7871,51.0681,49.4142,46.0488,84.8428,50.6007
2078,Blue|Polymaker Teal|Dark Olive Drab|Tan,#003776|#4CC0C7|#575B54|#A79E82,52.6266,51.7522,51.0436,49.4512,46.2770,84.8472,50.6017
2079,Blue|Dark Grey|Polymaker Teal|Tan,#003776|#485259|#4CC0C7|#A79E82,52.6437,51.7637,51.0525,49.4590,46.2879,84.8622,50.6113
2080,Azure Blue|Green|Dark Olive Drab|White,#0066D9|#06924D|#575B54|#EBF7FF,55.2453,51.5846,50.7652,49.6439,47.3961,95.4005,50.6143
2081,Azure Blue|Black|Dark Grey|Polymaker Teal,#0066D9|#080A0D|#485259|#4CC0C7,59.9540,52.2470,50.7406,48.9991,46.3224,131.9400,50.6231
2082,Blue|Azure Blue|Grey|Lime Green,#003776|#0066D9|#8C9099|#D5D701,53.4451,51.7460,50.8853,49.5169,47.3196,92.7839,50.6315
2083,Azure Blue|Grey|Tan|Pink,#0066D9|#8C9099|#A79E82|#F1A1AF,53.2374,51.7823,50.9618,49.4831,46.4303,87.4752,50.6327
2084,Blue|Dark Grey|Lime Green|White,#003776|#485259|#D5D701|#EBF7FF,52.2844,51.4570,50.8893,49.8095,48.1128,94.6286,50.6333
2085,Blue|Grey|Tan|Cold White,#003776|#8C9099|#A79E82|#D9DFE5,52.6620,51.8196,51.1154,49.4739,46.1064,84.8707,50.6467
2086,Azure Blue|Tan|White|Pink,#0066D9|#A79E82|#EBF7FF|#F1A1AF,53.0580,51.7215,50.9799,49.5794,46.6523,84.8971,50.6505
2087,Blue|Polymaker Teal|Grey|Tan,#003776|#4CC0C7|#8C9099|#A79E82,52.6305,51.7859,51.1046,49.5354,46.3832,84.8622,50.6607
2088,Blue|Polymaker Teal|Tan|Cold White,#003776|#4CC0C7|#A79E82|#D9DFE5,52.6305,51.7860,51.1047,49.5355,46.3832,84.8622,50.6608
2089,Azure Blue|Polymaker Teal|Tan|Pink,#0066D9|#4CC0C7|#A79E82|#F1A1AF,53.2029,51.7797,50.9981,49.5697,46.6315,86.8111,50.6747
2090,Blue|Green|White|Yellow,#003776|#06924D|#EBF7FF|#FFE800,51.5906,51.0530,50.7999,50.3349,49.2751,98.8735,50.6940
2091,Blue|Grey|Lime Green|White,#003776|#8C9099|#D5D701|#EBF7FF,52.4130,51.5585,50.9705,49.8487,48.0843,94.7075,50.7036
2092,Blue|Black|Dark Grey|Yellow,#003776|#080A0D|#485259|#FFE800,53.0134,51.5348,50.8520,49.8749,48.5933,100.8170,50.7049
2093,Blue|Brown|White|Yellow,#003776|#55331A|#EBF7FF|#FFE800,52.6602,51.6497,50.9606,49.7631,48.0703,97.9368,50.7064
2094,Blue|Lime Green|Cold White|White,#003776|#D5D701|#D9DFE5|#EBF7FF,52.4213,51.5625,50.9736,49.8510,48.0882,94.7110,50.7068
2095,Blue|Black|Lime Green|Yellow,#003776|#080A0D|#D5D701|#FFE800,53.0189,51.4764,50.8345,49.9416,48.7450,100.8813,50.7090
2096,Blue|Polymaker Teal|Lime Green|White,#003776|#4CC0C7|#D5D701|#EBF7FF,52.3438,51.5557,50.9997,49.8925,48.1282,94.7110,50.7241
2097,Blue|Black|Olive Green|Yellow,#003776|#080A0D|#948902|#FFE800,52.9386,51.5095,50.8791,49.9428,48.6776,100.8556,50.7261
2098,Blue|Black|Grey|Yellow,#003776|#080A0D|#8C9099|#FFE800,53.1084,51.5919,50.9059,49.8779,48.5040,100.6566,50.7349
2099,Blue|Black|Dark Olive Drab|Yellow,#003776|#080A0D|#575B54|#FFE800,53.0497,51.5541,50.8999,49.9586,48.6882,100.8533,50.7563
2100,Blue|Black|Tan|Yellow,#003776|#080A0D|#A79E82|#FFE800,52.9906,51.5951,50.9470,49.9648,48.5990,100.6220,50.7799
2101,Blue|Azure Blue|Black|Polymaker Teal,#003776|#0066D9|#080A0D|#4CC0C7,59.8488,52.3965,50.9140,49.1830,46.5009,131.9721,50.7897
2102,Azure Blue|Tan|Cold White|Pink,#0066D9|#A79E82|#D9DFE5|#F1A1AF,53.3568,51.9239,51.1188,49.6622,46.6367,88.1485,50.7931
2103,Blue|Black|Cold White|Yellow,#003776|#080A0D|#D9DFE5|#FFE800,53.1261,51.6045,50.9492,50.0162,48.7579,100.8840,50.8103
2104,Blue|Olive Green|Lime Green|Yellow,#003776|#948902|#D5D701|#FFE800,52.8750,51.7096,51.0090,49.9258,48.4498,100.5913,50.8177
2105,Blue|Dark Olive Drab|Olive Green|Yellow,#003776|#575B54|#948902|#FFE800,52.7540,51.6712,51.0065,49.9718,48.5361,100.5846,50.8215
2106,Blue|Dark Olive Drab|Lime Green|Yellow,#003776|#575B54|#D5D701|#FFE800,52.8532,51.6812,50.9927,49.9670,48.5442,100.5649,50.8241
2107,Blue|Dark Grey|Olive Green|Yellow,#003776|#485259|#948902|#FFE800,52.7692,51.7030,51.0180,49.9635,48.5144,100.6124,50.8333
2108,Blue|Green|Brown|Cold White,#003776|#06924D|#55331A|#D9DFE5,51.2134,50.9664,51.0019,50.7038,49.4704,87.6992,50.8351
2109,Blue|Green|Black|Brown,#003776|#06924D|#080A0D|#55331A,51.2134,50.9664,51.0019,50.7038,49.4704,87.6992,50.8351
2110,Blue|Dark Grey|Lime Green|Yellow,#003776|#485259|#D5D701|#FFE800,52.8499,51.6983,51.0091,49.9819,48.5478,100.6145,50.8401
2111,Blue|Green|Dark Grey|Brown,#003776|#06924D|#485259|#55331A,51.2062,50.9755,51.0094,50.7050,49.4646,87.6992,50.8403
2112,Blue|Green|Brown|Dark Olive Drab,#003776|#06924D|#55331A|#575B54,51.2061,50.9802,51.0121,50.7064,49.4658,87.6992,50.8433
2113,Blue|Green|Brown|Grey,#003776|#06924D|#55331A|#8C9099,51.2162,51.0040,51.0222,50.6973,49.4354,87.6213,50.8506
2114,Blue|Green|Polymaker Teal|Brown,#003776|#06924D|#4CC0C7|#55331A,51.2348,51.0052,51.0195,50.7082,49.4662,87.6992,50.8567
2115,Azure Blue|Dark Grey|Tan|White,#0066D9|#485259|#A79E82|#EBF7FF,55.2779,52.3776,51.2168,49.3653,46.0442,91.6035,50.8715
2116,Blue|Grey|Olive Green|Yellow,#003776|#8C9099|#948902|#FFE800,52.9685,51.8263,51.0919,49.9174,48.3252,100.5198,50.8719
2117,Blue|Olive Green|Cold White|Yellow,#003776|#948902|#D9DFE5|#FFE800,52.9433,51.7943,51.0805,49.9522,48.4030,100.6007,50.8732
2118,Blue|Dark Grey|Dark Olive Drab|Yellow,#003776|#485259|#575B54|#FFE800,52.8879,51.7660,51.0654,49.9968,48.5138,100.5908,50.8814
2119,Blue|Dark Olive Drab|Cold White|Yellow,#003776|#575B54|#D9DFE5|#FFE800,52.9017,51.7626,51.0699,50.0258,48.5634,100.6031,50.8942
2120,Blue|Dark Grey|Cold White|Yellow,#003776|#485259|#D9DFE5|#FFE800,52.9208,51.7977,51.0907,50.0074,48.4924,100.6230,50.9026
2121,Blue|Polymaker Teal|Olive Green|Yellow,#003776|#4CC0C7|#948902|#FFE800,52.8120,51.8041,51.1473,50.0089,48.4397,100.5595,50.9065
2122,Blue|Lime Green|Cold White|Yellow,#003776|#D5D701|#D9DFE5|#FFE800,53.0248,51.8192,51.1004,50.0040,48.4907,100.6045,50.9116
2123,Blue|Dark Olive Drab|Grey|Yellow,#003776|#575B54|#8C9099|#FFE800,52.9446,51.8294,51.1300,50.0323,48.4730,100.5077,50.9309
2124,Blue|Dark Grey|Grey|Yellow,#003776|#485259|#8C9099|#FFE800,52.9302,51.8253,51.1289,50.0386,48.4876,100.5673,50.9319
2125,Blue|Polymaker Teal|Dark Olive Drab|Yellow,#003776|#4CC0C7|#575B54|#FFE800,52.8507,51.8022,51.1510,50.0652,48.5546,100.5436,50.9337
2126,Blue|Azure Blue|Black|Dark Grey,#003776|#0066D9|#080A0D|#485259,59.2085,52.4832,51.1236,49.3853,46.6391,136.7056,50.9343
2127,Blue|Grey|Lime Green|Yellow,#003776|#8C9099|#D5D701|#FFE800,53.0314,51.8598,51.1473,50.0252,48.4350,100.5513,50.9425
2128,Blue|Polymaker Teal|Lime Green|Yellow,#003776|#4CC0C7|#D5D701|#FFE800,52.8970,51.8387,51.1737,50.0645,48.5395,100.5651,50.9516
2129,Blue|Dark Grey|Polymaker Teal|Yellow,#003776|#485259|#4CC0C7|#FFE800,52.8690,51.8276,51.1724,50.0776,48.5394,100.5412,50.9526
2130,Blue|Azure Blue|Dark Grey|White,#003776|#0066D9|#485259|#EBF7FF,55.5941,52.4920,51.2855,49.4233,46.1293,95.6882,50.9577
2131,Blue|Tan|Lime Green|Yellow,#003776|#A79E82|#D5D701|#FFE800,52.9855,51.8713,51.1667,50.0452,48.4480,100.4117,50.9582
2132,Blue|Dark Olive Drab|Tan|Yellow,#003776|#575B54|#A79E82|#FFE800,52.8672,51.8515,51.1814,50.1015,48.5559,100.4483,50.9765
2133,Blue|Black|White|Yellow,#003776|#080A0D|#EBF7FF|#FFE800,53.2209,51.8369,51.1832,50.1243,48.5507,98.5376,50.9806
2134,Blue|Olive Green|Tan|Yellow,#003776|#948902|#A79E82|#FFE800,53.0006,51.9191,51.2013,50.0469,48.4087,100.4365,50.9830
2135,Blue|Dark Grey|Tan|Yellow,#003776|#485259|#A79E82|#FFE800,52.9174,51.8917,51.2097,50.1122,48.5333,100.4740,51.0020
2136,Blue|Polymaker Teal|Cold White|Yellow,#003776|#4CC0C7|#D9DFE5|#FFE800,52.9848,51.9173,51.2400,50.1009,48.5088,100.5654,51.0091
2137,Blue|Grey|Cold White|Yellow,#003776|#8C9099|#D9DFE5|#FFE800,53.1764,52.0036,51.2486,50.0180,48.2953,100.5262,51.0108
2138,Blue|Azure Blue|Polymaker Teal|Lime Green,#003776|#0066D9|#4CC0C7|#D5D701,53.4649,51.9932,51.2612,50.0592,48.0693,93.7263,51.0262
2139,Blue|Tan|Cold White|Yellow,#003776|#A79E82|#D9DFE5|#FFE800,53.0852,51.9817,51.2569,50.0748,48.3858,100.4244,51.0283
2140,Blue|Polymaker Teal|Grey|Yellow,#003776|#4CC0C7|#8C9099|#FFE800,52.9892,51.9337,51.2631,50.1262,48.5145,100.5654,51.0299
2141,Blue|Grey|Tan|Yellow,#003776|#8C9099|#A79E82|#FFE800,53.0827,51.9895,51.2626,50.0757,48.3898,100.4482,51.0326
2142,Blue|Polymaker Teal|Tan|Yellow,#003776|#4CC0C7|#A79E82|#FFE800,52.9398,51.9416,51.2815,50.1344,48.4941,100.4681,51.0380
2143,Blue|Azure Blue|Green|Yellow,#003776|#0066D9|#06924D|#FFE800,52.7941,51.6379,51.1713,50.4392,48.9091,90.3246,51.0385
2144,Blue|Green|Olive Green|White,#003776|#06924D|#948902|#EBF7FF,51.6410,51.5629,51.3962,50.5304,48.3292,90.5483,51.0466
2145,Azure Blue|Dark Grey|Grey|White,#0066D9|#485259|#8C9099|#EBF7FF,55.9967,52.6607,51.3920,49.4905,46.1882,95.7596,51.0756
2146,Azure Blue|Dark Grey|Cold White|White,#0066D9|#485259|#D9DFE5|#EBF7FF,55.9559,52.6509,51.3913,49.5071,46.2329,95.7596,51.0790
2147,Blue|Olive Green|White|Yellow,#003776|#948902|#EBF7FF|#FFE800,53.0645,52.0360,51.3297,50.1251,48.3369,98.7254,51.0805
2148,Azure Blue|Dark Grey|Polymaker Teal|White,#0066D9|#485259|#4CC0C7|#EBF7FF,55.9203,52.6019,51.3736,49.5754,46.4509,95.5795,51.0886
2149,Blue|Azure Blue|Lime Green|White,#003776|#0066D9|#D5D701|#EBF7FF,53.6625,52.1737,51.3985,50.0832,47.8750,93.2268,51.1285
2150,Blue|Polymaker Teal|Tan|Pink,#003776|#4CC0C7|#A79E82|#F1A1AF,54.1371,52.4183,51.5731,50.0342,46.6565,92.6344,51.2263
2151,Blue|Tan|White|Yellow,#003776|#A79E82|#EBF7FF|#FFE800,53.2308,52.1850,51.4852,50.2713,48.4112,98.6228,51.2282
2152,Blue|Black|Tan|Pink,#003776|#080A0D|#A79E82|#F1A1AF,54.2828,52.4381,51.6079,50.0707,46.6256,92.6355,51.2544
2153,Blue|Dark Grey|Tan|Pink,#003776|#485259|#A79E82|#F1A1AF,54.1458,52.4510,51.6228,50.0889,46.6607,92.6208,51.2700
2154,Blue|Dark Olive Drab|White|Yellow,#003776|#575B54|#EBF7FF|#FFE800,53.1061,52.1442,51.5029,50.3976,48.6512,98.7791,51.2709
2155,Blue|Dark Olive Drab|Tan|Pink,#003776|#575B54|#A79E82|#F1A1AF,54.1124,52.4472,51.6292,50.1005,46.6699,92.6390,51.2739
2156,Blue|Azure Blue|Tan|Yellow,#003776|#0066D9|#A79E82|#FFE800,54.2241,52.4102,51.5164,50.1625,47.8086,88.8938,51.2863
2157,Blue|Lime Green|White|Yellow,#003776|#D5D701|#EBF7FF|#FFE800,53.2418,52.1997,51.5221,50.3741,48.5764,98.7414,51.2869
2158,Blue|Dark Grey|White|Yellow,#003776|#485259|#EBF7FF|#FFE800,53.1557,52.1944,51.5468,50.4277,48.6373,98.7796,51.3110
2159,Blue|Grey|Tan|Pink,#003776|#8C9099|#A79E82|#F1A1AF,54.1665,52.4901,51.6741,50.1550,46.7526,92.6005,51.3225
2160,Blue|Tan|Cold White|Pink,#003776|#A79E82|#D9DFE5|#F1A1AF,54.1727,52.4928,51.6738,50.1527,46.7496,92.6027,51.3227
2161,Blue|Polymaker Teal|White|Yellow,#003776|#4CC0C7|#EBF7FF|#FFE800,53.2188,52.2736,51.6188,50.4277,48.5608,98.7852,51.3506
2162,Blue|Azure Blue|Green|Dark Olive Drab,#003776|#0066D9|#06924D|#575B54,55.5384,52.2163,51.4846,50.5172,48.5298,108.5596,51.3667
2163,Azure Blue|Dark Olive Drab|Tan|White,#0066D9|#575B54|#A79E82|#EBF7FF,56.9110,52.9714,51.6713,49.7834,46.4472,91.7549,51.3774
2164,Blue|Cold White|White|Yellow,#003776|#D9DFE5|#EBF7FF|#FFE800,53.3781,52.3456,51.6577,50.4580,48.5551,98.7592,51.4018
2165,Blue|Grey|White|Yellow,#003776|#8C9099|#EBF7FF|#FFE800,53.3791,52.3513,51.6656,50.4566,48.5319,98.7614,51.4039
2166,Blue|Brown|Olive Green|White,#003776|#55331A|#948902|#EBF7FF,52.7894,52.3623,51.8353,50.4517,47.6490,88.0217,51.4070
2167,Blue|Tan|White|Pink,#003776|#A79E82|#EBF7FF|#F1A1AF,54.4313,52.6481,51.7624,50.1707,46.7269,91.6388,51.4094
2168,Blue|Brown|Tan|Pink,#003776|#55331A|#A79E82|#F1A1AF,54.3252,52.6013,51.7629,50.2177,46.7948,95.0549,51.4095
2169,Blue|Black|Olive Green|White,#003776|#080A0D|#948902|#EBF7FF,53.0357,52.4140,51.8666,50.4693,47.6509,89.8081,51.4416
2170,Azure Blue|Green|Dark Grey|Dark Olive Drab,#0066D9|#06924D|#485259|#575B54,56.0271,52.3912,51.5807,50.5552,48.5232,108.6193,51.4732
2171,Azure Blue|Green|Dark Olive Drab|Cold White,#0066D9|#06924D|#575B54|#D9DFE5,56.0694,52.4006,51.5805,50.5565,48.5290,108.6544,51.4786
2172,Azure Blue|Green|Dark Olive Drab|Grey,#0066D9|#06924D|#575B54|#8C9099,56.0705,52.4032,51.5827,50.5578,48.5296,108.6544,51.4805
2173,Azure Blue|Dark Grey|Polymaker Teal|Cold White,#0066D9|#485259|#4CC0C7|#D9DFE5,56.3698,52.9417,51.7266,50.0270,47.0842,103.8593,51.4844
2174,Azure Blue|Green|Polymaker Teal|Dark Olive Drab,#0066D9|#06924D|#4CC0C7|#575B54,56.0733,52.4147,51.5968,50.5705,48.5391,108.6544,51.4926
2175,Blue|Polymaker Teal|Olive Green|White,#003776|#4CC0C7|#948902|#EBF7FF,52.8662,52.4110,51.9142,50.5758,47.8446,90.5399,51.4934
2176,Blue|Black|Brown|Cold White,#003776|#080A0D|#55331A|#D9DFE5,53.5746,52.6864,51.9253,50.3088,47.1613,91.0361,51.4976
2177,Blue|Azure Blue|Green|Tan,#003776|#0066D9|#06924D|#A79E82,53.2652,52.1575,51.7703,50.8444,48.5844,87.1863,51.5010
2178,Blue|Dark Grey|Olive Green|White,#003776|#485259|#948902|#EBF7FF,52.9399,52.4753,51.9504,50.5616,47.7327,90.5292,51.5184
2179,Blue|Dark Olive Drab|Olive Green|White,#003776|#575B54|#948902|#EBF7FF,52.9399,52.4760,51.9489,50.5643,47.7396,90.6777,51.5201
2180,Blue|Grey|Olive Green|White,#003776|#8C9099|#948902|#EBF7FF,52.9597,52.4809,51.9546,50.5728,47.7476,90.5292,51.5269
2181,Blue|Olive Green|Cold White|White,#003776|#948902|#D9DFE5|#EBF7FF,52.9597,52.4809,51.9546,50.5728,47.7476,90.5292,51.5269
2182,Blue|Olive Green|Tan|White,#003776|#948902|#A79E82|#EBF7FF,52.9590,52.4838,51.9582,50.5763,47.7505,90.5309,51.5301
2183,Blue|Dark Grey|Brown|Cold White,#003776|#485259|#55331A|#D9DFE5,53.4152,52.6871,51.9619,50.3909,47.3204,91.0435,51.5390
2184,Blue|Azure Blue|Dark Grey|Cold White,#003776|#0066D9|#485259|#D9DFE5,56.4639,53.1621,51.8634,49.9401,46.6507,107.8929,51.5511
2185,Blue|Polymaker Teal|Brown|Pink,#003776|#4CC0C7|#55331A|#F1A1AF,54.7790,52.8915,51.9364,50.2782,46.7843,96.6070,51.5849
2186,Blue|Azure Blue|Grey|Yellow,#003776|#0066D9|#8C9099|#FFE800,54.4165,52.7079,51.8396,50.4834,48.0813,89.4502,51.5956
2187,Blue|Dark Olive Drab|White|Pink,#003776|#575B54|#EBF7FF|#F1A1AF,54.6582,52.8856,51.9676,50.3221,46.8055,95.2117,51.6038
2188,Blue|Brown|Dark Olive Drab|Cold White,#003776|#55331A|#575B54|#D9DFE5,53.4575,52.7245,52.0252,50.4973,47.4559,94.6914,51.6109
2189,Azure Blue|Dark Grey|Grey|Cold White,#0066D9|#485259|#8C9099|#D9DFE5,56.7290,53.2747,51.9306,49.9638,46.6741,108.4012,51.6193
2190,Blue|Black|Polymaker Teal|Pink,#003776|#080A0D|#4CC0C7|#F1A1AF,54.9428,52.9108,51.9603,50.3285,46.8343,96.4625,51.6196
2191,Blue|Brown|White|Pink,#003776|#55331A|#EBF7FF|#F1A1AF,54.8354,52.9370,51.9815,50.3082,46.7836,95.5055,51.6226
2192,Blue|Polymaker Teal|Dark Olive Drab|Pink,#003776|#4CC0C7|#575B54|#F1A1AF,54.7073,52.9156,51.9892,50.3638,46.8842,96.4423,51.6397
2193,Blue|Black|White|Pink,#003776|#080A0D|#EBF7FF|#F1A1AF,55.0323,52.9614,52.0060,50.3453,46.8145,95.1361,51.6533
2194,Blue|Dark Grey|Polymaker Teal|Pink,#003776|#485259|#4CC0C7|#F1A1AF,54.7965,52.9753,52.0377,50.3992,46.9236,96.4365,51.6872
2195,Blue|Azure Blue|Dark Olive Drab|White,#003776|#0066D9|#575B54|#EBF7FF,57.0669,53.2697,51.9819,50.1052,46.8072,94.8711,51.6874
2196,Azure Blue|Black|Olive Green|Lime Green,#0066D9|#080A0D|#948902|#D5D701,60.2283,53.2391,51.7178,50.1541,48.0744,96.5328,51.6966
2197,Blue|Dark Grey|White|Pink,#003776|#485259|#EBF7FF|#F1A1AF,54.8195,53.0002,52.0590,50.4028,46.8933,95.1322,51.7015
2198,Blue|Azure Blue|Polymaker Teal|Yellow,#003776|#0066D9|#4CC0C7|#FFE800,54.1669,52.6905,51.9538,50.7781,48.6771,90.0176,51.7343
2199,Blue|Polymaker Teal|Cold White|Pink,#003776|#4CC0C7|#D9DFE5|#F1A1AF,54.8104,53.0296,52.1154,50.4908,47.0537,96.4047,51.7602
2200,Blue|Polymaker Teal|Grey|Pink,#003776|#4CC0C7|#8C9099|#F1A1AF,54.8151,53.0351,52.1198,50.4919,47.0495,96.4124,51.7635
2201,Blue|Polymaker Teal|White|Pink,#003776|#4CC0C7|#EBF7FF|#F1A1AF,54.9319,53.0794,52.1422,50.5114,47.0937,95.1455,51.7954
2202,Blue|Polymaker Teal|Brown|Grey,#003776|#4CC0C7|#55331A|#8C9099,53.5798,52.8401,52.1636,50.7641,48.0991,95.8052,51.8021
2203,Azure Blue|Olive Green|Pink|Yellow,#0066D9|#948902|#F1A1AF|#FFE800,57.9510,53.0503,51.8600,50.5585,48.3849,89.4773,51.8044
2204,Blue|Brown|Dark Olive Drab|Pink,#003776|#55331A|#575B54|#F1A1AF,54.7918,53.1046,52.1743,50.5066,46.9478,96.6121,51.8056
2205,Blue|Brown|Dark Olive Drab|Grey,#003776|#55331A|#575B54|#8C9099,53.5962,52.9860,52.2555,50.6422,47.5244,94.0884,51.8141
2206,Azure Blue|Dark Grey|Dark Olive Drab|White,#0066D9|#485259|#575B54|#EBF7FF,57.6290,53.4782,52.1113,50.1909,46.8812,94.9518,51.8345
2207,Blue|Dark Grey|Brown|Grey,#003776|#485259|#55331A|#8C9099,53.6656,53.0213,52.2815,50.6576,47.5270,94.0885,51.8395
2208,Blue|Black|Brown|Grey,#003776|#080A0D|#55331A|#8C9099,53.6805,53.0319,52.2909,50.6594,47.5147,94.0885,51.8456
2209,Azure Blue|Dark Olive Drab|Grey|White,#0066D9|#575B54|#8C9099|#EBF7FF,57.6705,53.4940,52.1220,50.2017,46.8922,94.9743,51.8478
2210,Azure Blue|Dark Olive Drab|Cold White|White,#0066D9|#575B54|#D9DFE5|#EBF7FF,57.6705,53.4940,52.1220,50.2017,46.8922,94.9743,51.8478
2211,Blue|Brown|Grey|Cold White,#003776|#55331A|#8C9099|#D9DFE5,53.6793,53.0380,52.2973,50.6611,47.5068,94.0885,51.8496
2212,Azure Blue|Polymaker Teal|Dark Olive Drab|White,#0066D9|#4CC0C7|#575B54|#EBF7FF,57.6413,53.4560,52.1055,50.2459,47.0387,94.9649,51.8509
2213,Blue|Black|Dark Olive Drab|Pink,#003776|#080A0D|#575B54|#F1A1AF,54.8540,53.1331,52.2207,50.5726,47.0113,96.4635,51.8529
2214,Blue|Dark Grey|Polymaker Teal|Brown,#003776|#485259|#4CC0C7|#55331A,53.5896,52.8749,52.2165,50.8429,48.2310,95.9265,51.8589
2215,Blue|Polymaker Teal|Brown|Dark Olive Drab,#003776|#4CC0C7|#55331A|#575B54,53.5920,52.8762,52.2178,50.8432,48.2303,95.9265,51.8597
2216,Blue|Polymaker Teal|Brown|Cold White,#003776|#4CC0C7|#55331A|#D9DFE5,53.5924,52.8772,52.2177,50.8438,48.2327,95.9265,51.8605
2217,Blue|Black|Polymaker Teal|Brown,#003776|#080A0D|#4CC0C7|#55331A,53.5924,52.8774,52.2179,50.8440,48.2329,95.9265,51.8607
2218,Blue|Dark Grey|Dark Olive Drab|Pink,#003776|#485259|#575B54|#F1A1AF,54.8073,53.1416,52.2304,50.5806,47.0172,96.4615,51.8611
2219,Blue|Dark Olive Drab|Grey|Pink,#003776|#575B54|#8C9099|#F1A1AF,54.8109,53.1459,52.2353,50.5863,47.0233,96.4615,51.8661
2220,Blue|Dark Olive Drab|Cold White|Pink,#003776|#575B54|#D9DFE5|#F1A1AF,54.8098,53.1460,52.2358,50.5868,47.0235,96.4615,51.8664
2221,Blue|Azure Blue|White|Yellow,#003776|#0066D9|#EBF7FF|#FFE800,54.4570,52.9198,52.1241,50.8267,48.4769,90.0740,51.8732
2222,Blue|Dark Grey|Brown|Dark Olive Drab,#003776|#485259|#55331A|#575B54,53.6370,52.9421,52.2554,50.8074,48.1232,103.5536,51.8748
2223,Azure Blue|Olive Green|Lime Green|Pink,#0066D9|#948902|#D5D701|#F1A1AF,58.0812,53.1831,51.9783,50.6112,48.4308,87.6172,51.8972
2224,Azure Blue|Green|Tan|Lime Green,#0066D9|#06924D|#A79E82|#D5D701,53.8165,52.5016,52.0107,51.2946,49.7784,94.8617,51.8981
2225,Blue|Green|Dark Olive Drab|Grey,#003776|#06924D|#575B54|#8C9099,52.5165,52.1830,52.1302,51.6532,50.1704,104.2573,51.9181
2226,Blue|Green|Grey|Cold White,#003776|#06924D|#8C9099|#D9DFE5,52.5533,52.1991,52.1406,51.6529,50.1484,104.5000,51.9260
2227,Blue|Green|Black|Grey,#003776|#06924D|#080A0D|#8C9099,52.6118,52.2183,52.1611,51.6817,50.1942,105.4083,51.9500
2228,Azure Blue|Black|Olive Green|Yellow,#0066D9|#080A0D|#948902|#FFE800,60.4408,53.5137,51.9898,50.3927,48.0704,93.5173,51.9532
2229,Blue|Grey|White|Pink,#003776|#8C9099|#EBF7FF|#F1A1AF,55.1604,53.2761,52.3098,50.6345,47.1530,95.1414,51.9553
2230,Blue|Green|Dark Grey|Grey,#003776|#06924D|#485259|#8C9099,52.5633,52.2218,52.1699,51.6928,50.2064,105.2581,51.9573
2231,Blue|Green|Polymaker Teal|Grey,#003776|#06924D|#4CC0C7|#8C9099,52.5695,52.2302,52.1739,51.6964,50.2107,104.5000,51.9633
2232,Blue|Dark Grey|Brown|Pink,#003776|#485259|#55331A|#F1A1AF,55.0837,53.3172,52.3361,50.6177,47.0173,96.6260,51.9675
2233,Blue|Brown|Grey|Pink,#003776|#55331A|#8C9099|#F1A1AF,55.1229,53.3313,52.3533,50.6377,47.0335,96.6183,51.9845
2234,Blue|Cold White|White|Pink,#003776|#D9DFE5|#EBF7FF|#F1A1AF,55.2556,53.3303,52.3499,50.6597,47.1629,95.1280,51.9950
2235,Blue|Brown|Cold White|Pink,#003776|#55331A|#D9DFE5|#F1A1AF,55.1872,53.3547,52.3639,50.6367,47.0291,96.6080,51.9957
2236,Blue|Dark Grey|Cold White|Pink,#003776|#485259|#D9DFE5|#F1A1AF,55.1180,53.3393,52.3638,50.6546,47.0573,96.4554,51.9970
2237,Blue|Green|Polymaker Teal|Cold White,#003776|#06924D|#4CC0C7|#D9DFE5,52.6809,52.2937,52.2148,51.7140,50.1958,106.5338,52.0038
2238,Blue|Dark Grey|Grey|Pink,#003776|#485259|#8C9099|#F1A1AF,55.1220,53.3609,52.3903,50.6774,47.0637,96.5009,52.0192
2239,Blue|Black|Dark Grey|Brown,#003776|#080A0D|#485259|#55331A,53.8280,53.1127,52.4006,50.9388,48.2555,103.5804,52.0257
2240,Blue|Black|Dark Grey|Pink,#003776|#080A0D|#485259|#F1A1AF,55.2742,53.3937,52.4143,50.6947,47.0665,96.5055,52.0442
2241,Blue|Black|Grey|Pink,#003776|#080A0D|#8C9099|#F1A1AF,55.3686,53.4177,52.4282,50.7065,47.0824,96.5018,52.0621
2242,Blue|Green|Dark Olive Drab|Cold White,#003776|#06924D|#575B54|#D9DFE5,52.6381,52.3337,52.2943,51.8104,50.3082,108.5217,52.0720
2243,Blue|Green|Dark Grey|Dark Olive Drab,#003776|#06924D|#485259|#575B54,52.6455,52.3394,52.3034,51.8244,50.3342,108.5228,52.0819
2244,Blue|Black|Brown|Pink,#003776|#080A0D|#55331A|#F1A1AF,55.3094,53.4601,52.4563,50.7088,47.0759,96.6288,52.0845
2245,Blue|Green|Black|Dark Olive Drab,#003776|#06924D|#080A0D|#575B54,52.6926,52.3513,52.3138,51.8289,50.3306,108.9737,52.0901
2246,Blue|Green|Polymaker Teal|Dark Olive Drab,#003776|#06924D|#4CC0C7|#575B54,52.6582,52.3767,52.3287,51.8438,50.3524,108.5217,52.1103
2247,Blue|Black|Cold White|Pink,#003776|#080A0D|#D9DFE5|#F1A1AF,55.4522,53.4820,52.4792,50.7447,47.1098,96.4826,52.1134
