rank,labels,hexes,sigma0,sigma2,sigma4,sigma8,sigma16,p99_sigma2,rank_key
2312,Green|Purple|Olive Green|Yellow,#06924D|#6C47B2|#948902|#FFE800,51.7109,31.0508,24.5412,20.2367,17.5709,75.3146,25.6437
2313,Green|Dark Grey|Polymaker Teal|Dark Olive Drab,#06924D|#485259|#4CC0C7|#575B54,28.9280,26.9440,25.8307,24.3470,22.4830,56.4023,25.6455
2314,Black|Dark Grey|Polymaker Teal|Dark Olive Drab,#080A0D|#485259|#4CC0C7|#575B54,28.9280,26.9440,25.8307,24.3470,22.4830,56.4023,25.6455
2315,Azure Blue|Polymaker Teal|Brown|Dark Olive Drab,#0066D9|#4CC0C7|#55331A|#575B54,36.5372,28.3281,25.4106,22.9782,20.8290,53.4986,25.6532
2316,Green|Brown|Dark Olive Drab|Grey,#06924D|#55331A|#575B54|#8C9099,30.7052,27.6380,25.9626,23.6805,20.6763,47.2703,25.6592
2317,Dark Grey|Brown|Olive Green|Yellow,#485259|#55331A|#948902|#FFE800,28.6803,26.9024,25.8574,24.4163,22.6494,58.0772,25.6594
2318,Blue|Dark Olive Drab|Purple|Magenta,#003776|#575B54|#6C47B2|#F24574,33.6894,28.0700,25.5501,23.2566,21.2074,57.2028,25.6633
2319,Black|Dark Grey|Dark Olive Drab|Purple,#080A0D|#485259|#575B54|#6C47B2,33.9519,28.2220,25.5865,23.1059,20.9469,57.3578,25.6640
2320,Dark Grey|Brown|Dark Olive Drab|Purple,#485259|#55331A|#575B54|#6C47B2,33.9519,28.2220,25.5865,23.1059,20.9469,57.3578,25.6640
2321,Black|Olive Green|Cold White|Orange,#080A0D|#948902|#D9DFE5|#F67405,41.1493,29.9778,25.1955,21.3527,18.3905,65.7321,25.6653
2322,Azure Blue|Green|Grey|Cold White,#0066D9|#06924D|#8C9099|#D9DFE5,31.5931,27.8299,25.9415,23.5015,20.4262,48.2098,25.6657
2323,Black|Purple|Cold White|Yellow,#080A0D|#6C47B2|#D9DFE5|#FFE800,40.7392,30.0016,25.2797,21.3416,18.2442,59.4700,25.6716
2324,Azure Blue|Black|Dark Grey|Brown,#0066D9|#080A0D|#485259|#55331A,29.3985,26.9572,25.7840,24.3894,22.8040,62.6074,25.6733
2325,Azure Blue|Black|Dark Grey|Purple,#0066D9|#080A0D|#485259|#6C47B2,29.3985,26.9572,25.7840,24.3894,22.8040,62.6074,25.6733
2326,Azure Blue|Dark Grey|Brown|Purple,#0066D9|#485259|#55331A|#6C47B2,29.3985,26.9572,25.7840,24.3894,22.8040,62.6074,25.6733
2327,Polymaker Teal|Purple|Grey|Red,#4CC0C7|#6C47B2|#8C9099|#E72F1D,33.3142,28.1639,25.8821,23.1846,19.9594,46.6286,25.6742
2328,Polymaker Teal|Dark Olive Drab|Grey|Orange,#4CC0C7|#575B54|#8C9099|#F67405,29.9432,27.5879,26.0523,23.7608,20.6580,47.3228,25.6744
2329,Azure Blue|Grey|Cold White|Yellow,#0066D9|#8C9099|#D9DFE5|#FFE800,30.2511,27.6552,26.0478,23.6941,20.5492,41.4350,25.6747
2330,Dark Grey|Brown|Olive Green|Red,#485259|#55331A|#948902|#E72F1D,29.6557,27.0632,25.7916,24.2895,22.4775,61.1026,25.6763
2331,Black|Dark Grey|Purple|White,#080A0D|#485259|#6C47B2|#EBF7FF,32.1603,27.7593,25.8185,23.5959,21.1400,77.2093,25.6776
2332,Green|Black|Purple|Tan,#06924D|#080A0D|#6C47B2|#A79E82,44.5736,30.6910,25.2894,20.6694,16.8159,82.0493,25.6802
2333,Blue|Azure Blue|Black|Dark Grey,#003776|#0066D9|#080A0D|#485259,29.4420,26.9974,25.7941,24.3642,22.7683,62.6916,25.6808
2334,Blue|Azure Blue|Dark Grey|Brown,#003776|#0066D9|#485259|#55331A,29.4420,26.9974,25.7941,24.3642,22.7683,62.6916,25.6808
2335,Blue|Azure Blue|Dark Grey|Purple,#003776|#0066D9|#485259|#6C47B2,29.4420,26.9974,25.7941,24.3642,22.7683,62.6916,25.6808
2336,Green|Dark Grey|Dark Olive Drab|Yellow,#06924D|#485259|#575B54|#FFE800,28.6458,26.9080,25.8857,24.4539,22.6828,57.5165,25.6809
2337,Black|Dark Grey|Dark Olive Drab|Yellow,#080A0D|#485259|#575B54|#FFE800,28.6458,26.9080,25.8857,24.4539,22.6828,57.5165,25.6809
2338,Dark Grey|Dark Olive Drab|Olive Green|Yellow,#485259|#575B54|#948902|#FFE800,28.6458,26.9080,25.8857,24.4539,22.6828,57.5165,25.6809
2339,Dark Grey|Dark Olive Drab|Lime Green|Yellow,#485259|#575B54|#D5D701|#FFE800,28.6458,26.9080,25.8857,24.4539,22.6828,57.5165,25.6809
2340,Dark Grey|Dark Olive Drab|Red|Yellow,#485259|#575B54|#E72F1D|#FFE800,28.6458,26.9080,25.8857,24.4539,22.6828,57.5165,25.6809
2341,Dark Grey|Dark Olive Drab|Orange|Yellow,#485259|#575B54|#F67405|#FFE800,28.6458,26.9080,25.8857,24.4539,22.6828,57.5165,25.6809
2342,Dark Grey|Brown|Lime Green|Yellow,#485259|#55331A|#D5D701|#FFE800,28.6990,26.9338,25.8859,24.4347,22.6586,57.9204,25.6842
2343,Blue|White|Orange|Yellow,#003776|#EBF7FF|#F67405|#FFE800,31.8543,27.6661,25.6908,23.7047,21.8998,65.3130,25.6854
2344,Green|Dark Grey|Brown|Yellow,#06924D|#485259|#55331A|#FFE800,28.6757,26.9186,25.8836,24.4527,22.6903,58.0714,25.6856
2345,Black|Dark Grey|Brown|Yellow,#080A0D|#485259|#55331A|#FFE800,28.6757,26.9186,25.8836,24.4527,22.6903,58.0714,25.6856
2346,Dark Grey|Brown|Red|Yellow,#485259|#55331A|#E72F1D|#FFE800,28.6757,26.9186,25.8836,24.4527,22.6903,58.0714,25.6856
2347,Dark Grey|Brown|Orange|Yellow,#485259|#55331A|#F67405|#FFE800,28.6757,26.9186,25.8836,24.4527,22.6903,58.0714,25.6856
2348,Purple|Tan|Red|Yellow,#6C47B2|#A79E82|#E72F1D|#FFE800,36.9320,28.5930,25.5816,22.7801,20.0890,56.1068,25.6865
2349,Purple|Tan|Magenta|Yellow,#6C47B2|#A79E82|#F24574|#FFE800,36.9320,28.5930,25.5816,22.7801,20.0890,56.1068,25.6865
2350,Purple|Tan|Orange|Yellow,#6C47B2|#A79E82|#F67405|#FFE800,36.9320,28.5930,25.5816,22.7801,20.0890,56.1068,25.6865
2351,Purple|Grey|Red|Orange,#6C47B2|#8C9099|#E72F1D|#F67405,32.1157,27.9728,25.9695,23.4147,20.1833,42.9454,25.6937
2352,Purple|Grey|Magenta|Orange,#6C47B2|#8C9099|#F24574|#F67405,32.1157,27.9728,25.9695,23.4147,20.1833,42.9454,25.6937
2353,Green|Dark Olive Drab|Grey|Pink,#06924D|#575B54|#8C9099|#F1A1AF,30.0071,27.5883,26.0495,23.8043,20.7964,47.6039,25.6963
2354,Purple|Tan|Lime Green|Red,#6C47B2|#A79E82|#D5D701|#E72F1D,36.8549,28.5784,25.5862,22.8203,20.1226,55.6540,25.6994
2355,Purple|Tan|Lime Green|Magenta,#6C47B2|#A79E82|#D5D701|#F24574,36.8549,28.5784,25.5862,22.8203,20.1226,55.6540,25.6994
2356,Purple|Tan|Lime Green|Orange,#6C47B2|#A79E82|#D5D701|#F67405,36.8549,28.5784,25.5862,22.8203,20.1226,55.6540,25.6994
2357,Purple|Tan|Lime Green|Yellow,#6C47B2|#A79E82|#D5D701|#FFE800,36.8549,28.5784,25.5862,22.8203,20.1226,55.6540,25.6994
2358,Black|Dark Grey|Brown|Olive Green,#080A0D|#485259|#55331A|#948902,29.6410,27.0784,25.8170,24.3227,22.5259,60.7318,25.7005
2359,Blue|Purple|Lime Green|Cold White,#003776|#6C47B2|#D5D701|#D9DFE5,35.2384,29.0617,25.7820,22.3432,19.1489,78.2484,25.7025
2360,Purple|Tan|Lime Green|Pink,#6C47B2|#A79E82|#D5D701|#F1A1AF,36.9761,28.5974,25.5845,22.8076,20.0989,55.1364,25.7025
2361,Azure Blue|Green|Polymaker Teal|Grey,#0066D9|#06924D|#4CC0C7|#8C9099,31.5899,27.8641,25.9876,23.5429,20.4531,48.9840,25.7035
2362,Polymaker Teal|Dark Olive Drab|Tan|Pink,#4CC0C7|#575B54|#A79E82|#F1A1AF,30.1179,27.5565,26.0008,23.8531,21.1147,48.0251,25.7048
2363,Dark Grey|Olive Green|Lime Green|Yellow,#485259|#948902|#D5D701|#FFE800,28.6885,26.9444,25.9120,24.4715,22.7001,57.9101,25.7079
2364,Dark Grey|Brown|Dark Olive Drab|Yellow,#485259|#55331A|#575B54|#FFE800,28.6945,26.9509,25.9159,24.4673,22.6903,57.8006,25.7091
2365,Green|Dark Grey|Olive Green|Yellow,#06924D|#485259|#948902|#FFE800,28.7123,26.9534,25.9118,24.4658,22.6893,57.9887,25.7096
2366,Black|Dark Grey|Olive Green|Yellow,#080A0D|#485259|#948902|#FFE800,28.7123,26.9534,25.9118,24.4658,22.6893,57.9887,25.7096
2367,Dark Grey|Olive Green|Red|Yellow,#485259|#948902|#E72F1D|#FFE800,28.7123,26.9534,25.9118,24.4658,22.6893,57.9887,25.7096
2368,Dark Grey|Olive Green|Orange|Yellow,#485259|#948902|#F67405|#FFE800,28.7123,26.9534,25.9118,24.4658,22.6893,57.9887,25.7096
2369,Azure Blue|Red|Magenta|Yellow,#0066D9|#E72F1D|#F24574|#FFE800,32.8500,28.0264,25.7480,23.4013,21.2481,53.0731,25.7138
2370,Green|Black|Dark Grey|Yellow,#06924D|#080A0D|#485259|#FFE800,28.7052,26.9530,25.9206,24.4920,22.7298,57.5907,25.7225
2371,Green|Dark Grey|Red|Yellow,#06924D|#485259|#E72F1D|#FFE800,28.7052,26.9530,25.9206,24.4920,22.7298,57.5907,25.7225
2372,Green|Dark Grey|Orange|Yellow,#06924D|#485259|#F67405|#FFE800,28.7052,26.9530,25.9206,24.4920,22.7298,57.5907,25.7225
2373,Black|Dark Grey|Red|Yellow,#080A0D|#485259|#E72F1D|#FFE800,28.7052,26.9530,25.9206,24.4920,22.7298,57.5907,25.7225
2374,Black|Dark Grey|Orange|Yellow,#080A0D|#485259|#F67405|#FFE800,28.7052,26.9530,25.9206,24.4920,22.7298,57.5907,25.7225
2375,Dark Grey|Red|Orange|Yellow,#485259|#E72F1D|#F67405|#FFE800,28.7052,26.9530,25.9206,24.4920,22.7298,57.5907,25.7225
2376,Dark Olive Drab|Purple|White|Magenta,#575B54|#6C47B2|#EBF7FF|#F24574,29.7939,27.4266,26.0066,24.0212,21.5018,59.1352,25.7239
2377,Purple|Tan|Pink|Yellow,#6C47B2|#A79E82|#F1A1AF|#FFE800,36.9226,28.6385,25.6244,22.8105,20.0563,54.6365,25.7245
2378,Azure Blue|Black|Dark Olive Drab|Magenta,#0066D9|#080A0D|#575B54|#F24574,30.4035,27.1931,25.8318,24.2602,22.4043,57.9134,25.7266
2379,Azure Blue|Dark Olive Drab|Purple|Magenta,#0066D9|#575B54|#6C47B2|#F24574,30.4035,27.1931,25.8318,24.2602,22.4043,57.9134,25.7266
2380,Azure Blue|Dark Olive Drab|Red|Magenta,#0066D9|#575B54|#E72F1D|#F24574,30.4035,27.1931,25.8318,24.2602,22.4043,57.9134,25.7266
2381,Azure Blue|Black|Brown|Dark Olive Drab,#0066D9|#080A0D|#55331A|#575B54,30.1221,27.1248,25.8437,24.3352,22.5270,56.8362,25.7300
2382,Azure Blue|Black|Dark Olive Drab|Purple,#0066D9|#080A0D|#575B54|#6C47B2,30.1221,27.1248,25.8437,24.3352,22.5270,56.8362,25.7300
2383,Azure Blue|Brown|Dark Olive Drab|Purple,#0066D9|#55331A|#575B54|#6C47B2,30.1221,27.1248,25.8437,24.3352,22.5270,56.8362,25.7300
2384,Black|Dark Olive Drab|Purple|Magenta,#080A0D|#575B54|#6C47B2|#F24574,33.6242,28.0690,25.6239,23.3930,21.3275,57.2064,25.7310
2385,Dark Olive Drab|Purple|Red|Magenta,#575B54|#6C47B2|#E72F1D|#F24574,33.6242,28.0690,25.6239,23.3930,21.3275,57.2064,25.7310
2386,Azure Blue|Green|Grey|White,#0066D9|#06924D|#8C9099|#EBF7FF,31.6667,27.8996,26.0161,23.5647,20.4736,48.4514,25.7322
2387,Blue|Grey|Olive Green|Orange,#003776|#8C9099|#948902|#F67405,35.7025,29.0400,25.9622,22.4244,18.4720,86.5100,25.7322
2388,Black|Dark Grey|Olive Green|Red,#080A0D|#485259|#948902|#E72F1D,29.6465,27.1115,25.8673,24.3573,22.5420,61.0793,25.7344
2389,Blue|Azure Blue|Dark Olive Drab|Magenta,#003776|#0066D9|#575B54|#F24574,30.3841,27.1976,25.8489,24.2714,22.3995,57.6661,25.7345
2390,Brown|Purple|Lime Green|White,#55331A|#6C47B2|#D5D701|#EBF7FF,38.1908,28.7243,25.3564,22.7486,20.7639,50.7763,25.7364
2391,Purple|Olive Green|Tan|Lime Green,#6C47B2|#948902|#A79E82|#D5D701,38.1219,28.7789,25.5802,22.6984,19.9250,58.1604,25.7387
2392,Purple|Tan|Red|Pink,#6C47B2|#A79E82|#E72F1D|#F1A1AF,36.9168,28.6530,25.6485,22.8275,20.0931,55.2361,25.7402
2393,Purple|Tan|Pink|Magenta,#6C47B2|#A79E82|#F1A1AF|#F24574,36.9168,28.6530,25.6485,22.8275,20.0931,55.2361,25.7402
2394,Purple|Tan|Pink|Orange,#6C47B2|#A79E82|#F1A1AF|#F67405,36.9168,28.6530,25.6485,22.8275,20.0931,55.2361,25.7402
2395,Dark Olive Drab|Purple|Lime Green|Pink,#575B54|#6C47B2|#D5D701|#F1A1AF,30.7695,27.5299,25.8672,23.9521,21.7453,54.5524,25.7410
2396,Blue|Azure Blue|Black|Dark Olive Drab,#003776|#0066D9|#080A0D|#575B54,30.1542,27.1383,25.8536,24.3444,22.5373,56.8461,25.7413
2397,Blue|Azure Blue|Brown|Dark Olive Drab,#003776|#0066D9|#55331A|#575B54,30.1542,27.1383,25.8536,24.3444,22.5373,56.8461,25.7413
2398,Blue|Azure Blue|Dark Olive Drab|Purple,#003776|#0066D9|#575B54|#6C47B2,30.1542,27.1383,25.8536,24.3444,22.5373,56.8461,25.7413
2399,Azure Blue|Polymaker Teal|Grey|Orange,#0066D9|#4CC0C7|#8C9099|#F67405,30.4710,27.7804,26.1151,23.7028,20.5237,44.3013,25.7416
2400,Azure Blue|Grey|Pink|Yellow,#0066D9|#8C9099|#F1A1AF|#FFE800,30.3379,27.7436,26.1270,23.7443,20.5603,42.1825,25.7439
2401,Green|Polymaker Teal|Dark Olive Drab|Pink,#06924D|#4CC0C7|#575B54|#F1A1AF,30.1896,27.6155,26.0429,23.8822,21.1213,48.1846,25.7489
2402,Polymaker Teal|Brown|Dark Olive Drab|Pink,#4CC0C7|#55331A|#575B54|#F1A1AF,30.1896,27.6155,26.0429,23.8822,21.1213,48.1846,25.7489
2403,Polymaker Teal|Dark Olive Drab|Olive Green|Pink,#4CC0C7|#575B54|#948902|#F1A1AF,30.1896,27.6155,26.0429,23.8822,21.1213,48.1846,25.7489
2404,Polymaker Teal|Dark Olive Drab|Lime Green|Pink,#4CC0C7|#575B54|#D5D701|#F1A1AF,30.1896,27.6155,26.0429,23.8822,21.1213,48.1846,25.7489
2405,Polymaker Teal|Dark Olive Drab|Pink|Orange,#4CC0C7|#575B54|#F1A1AF|#F67405,30.1896,27.6155,26.0429,23.8822,21.1213,48.1846,25.7489
2406,Polymaker Teal|Dark Olive Drab|Pink|Yellow,#4CC0C7|#575B54|#F1A1AF|#FFE800,30.1896,27.6155,26.0429,23.8822,21.1213,48.1846,25.7489
2407,Green|Dark Grey|Lime Green|Yellow,#06924D|#485259|#D5D701|#FFE800,28.7432,26.9963,25.9554,24.5035,22.7188,57.9258,25.7499
2408,Black|Dark Grey|Lime Green|Yellow,#080A0D|#485259|#D5D701|#FFE800,28.7432,26.9963,25.9554,24.5035,22.7188,57.9258,25.7499
2409,Dark Grey|Lime Green|Red|Yellow,#485259|#D5D701|#E72F1D|#FFE800,28.7432,26.9963,25.9554,24.5035,22.7188,57.9258,25.7499
2410,Dark Grey|Lime Green|Orange|Yellow,#485259|#D5D701|#F67405|#FFE800,28.7432,26.9963,25.9554,24.5035,22.7188,57.9258,25.7499
2411,Azure Blue|Dark Olive Drab|Purple|Tan,#0066D9|#575B54|#6C47B2|#A79E82,31.2759,28.0113,26.1211,23.5010,20.2339,77.4067,25.7561
2412,Azure Blue|Dark Olive Drab|Tan|Red,#0066D9|#575B54|#A79E82|#E72F1D,31.2759,28.0113,26.1211,23.5010,20.2339,77.4067,25.7561
2413,Azure Blue|Dark Olive Drab|Tan|Magenta,#0066D9|#575B54|#A79E82|#F24574,31.2759,28.0113,26.1211,23.5010,20.2339,77.4067,25.7561
2414,Azure Blue|Dark Olive Drab|Tan|Orange,#0066D9|#575B54|#A79E82|#F67405,31.2759,28.0113,26.1211,23.5010,20.2339,77.4067,25.7561
2415,Azure Blue|Brown|Dark Olive Drab|Magenta,#0066D9|#55331A|#575B54|#F24574,30.4196,27.2303,25.8662,24.2867,22.4223,57.6226,25.7585
2416,Polymaker Teal|Dark Olive Drab|Red|Pink,#4CC0C7|#575B54|#E72F1D|#F1A1AF,30.2073,27.6250,26.0593,23.8945,21.1258,48.9797,25.7598
2417,Azure Blue|Brown|Dark Olive Drab|Tan,#0066D9|#55331A|#575B54|#A79E82,31.2792,28.0013,26.1206,23.5207,20.2698,77.8211,25.7610
2418,Azure Blue|Green|Polymaker Teal|Brown,#0066D9|#06924D|#4CC0C7|#55331A,36.6399,28.4236,25.5217,23.1000,20.9657,53.6689,25.7618
2419,Azure Blue|Black|Polymaker Teal|Brown,#0066D9|#080A0D|#4CC0C7|#55331A,36.6399,28.4236,25.5217,23.1000,20.9657,53.6689,25.7618
2420,Brown|Dark Olive Drab|Purple|Magenta,#55331A|#575B54|#6C47B2|#F24574,33.6273,28.1111,25.6703,23.4163,21.3582,57.1749,25.7637
2421,Azure Blue|Cold White|Red|Yellow,#0066D9|#D9DFE5|#E72F1D|#FFE800,32.8262,28.0557,25.8122,23.4728,21.3364,52.8754,25.7643
2422,Green|Dark Olive Drab|Purple|Grey,#06924D|#575B54|#6C47B2|#8C9099,37.5739,29.3967,25.8213,22.1628,18.3987,70.1538,25.7797
2423,Purple|Grey|Pink|Orange,#6C47B2|#8C9099|#F1A1AF|#F67405,32.1282,28.0220,26.0592,23.5481,20.3402,44.0028,25.7850
2424,Dark Olive Drab|Tan|White|Orange,#575B54|#A79E82|#EBF7FF|#F67405,28.9823,27.2025,26.0669,24.3693,22.0889,46.9829,25.7859
2425,Azure Blue|Cold White|Orange|Yellow,#0066D9|#D9DFE5|#F67405|#FFE800,32.6851,28.0411,25.8580,23.5372,21.3364,52.4231,25.7891
2426,Brown|Dark Olive Drab|Tan|Pink,#55331A|#575B54|#A79E82|#F1A1AF,28.9665,27.1971,26.0708,24.3875,22.1523,43.8664,25.7923
2427,Black|Dark Olive Drab|Tan|Pink,#080A0D|#575B54|#A79E82|#F1A1AF,28.9617,27.1961,26.0734,24.3923,22.1537,43.8401,25.7942
2428,Dark Olive Drab|Olive Green|Tan|Pink,#575B54|#948902|#A79E82|#F1A1AF,28.9617,27.1961,26.0734,24.3923,22.1537,43.8401,25.7942
2429,Dark Olive Drab|Tan|Lime Green|Pink,#575B54|#A79E82|#D5D701|#F1A1AF,28.9617,27.1961,26.0734,24.3923,22.1537,43.8401,25.7942
2430,Dark Olive Drab|Tan|Red|Pink,#575B54|#A79E82|#E72F1D|#F1A1AF,28.9617,27.1961,26.0734,24.3923,22.1537,43.8401,25.7942
2431,Dark Olive Drab|Tan|Pink|Magenta,#575B54|#A79E82|#F1A1AF|#F24574,28.9617,27.1961,26.0734,24.3923,22.1537,43.8401,25.7942
2432,Dark Olive Drab|Tan|Pink|Orange,#575B54|#A79E82|#F1A1AF|#F67405,28.9617,27.1961,26.0734,24.3923,22.1537,43.8401,25.7942
2433,Dark Olive Drab|Tan|Pink|Yellow,#575B54|#A79E82|#F1A1AF|#FFE800,28.9617,27.1961,26.0734,24.3923,22.1537,43.8401,25.7942
2434,Polymaker Teal|Purple|Grey|Magenta,#4CC0C7|#6C47B2|#8C9099|#F24574,32.4210,28.1140,26.0625,23.4773,20.2433,45.6647,25.7956
2435,Blue|Olive Green|Cold White|Magenta,#003776|#948902|#D9DFE5|#F24574,38.9766,30.1149,25.8752,21.5115,17.5350,86.4370,25.8132
2436,Blue|Azure Blue|Dark Olive Drab|Tan,#003776|#0066D9|#575B54|#A79E82,31.2382,27.9983,26.1617,23.6288,20.4118,78.0984,25.8136
2437,Purple|Olive Green|Tan|Pink,#6C47B2|#948902|#A79E82|#F1A1AF,38.3579,28.9024,25.6486,22.7350,19.9566,59.3571,25.8187
2438,Azure Blue|White|Orange|Yellow,#0066D9|#EBF7FF|#F67405|#FFE800,32.6899,28.0792,25.8863,23.5609,21.3800,53.2458,25.8201
2439,Polymaker Teal|Dark Olive Drab|Cold White|Red,#4CC0C7|#575B54|#D9DFE5|#E72F1D,30.9475,27.9375,26.1387,23.7207,20.7591,52.4607,25.8291
2440,Blue|Lime Green|Red|White,#003776|#D5D701|#E72F1D|#EBF7FF,33.6925,28.6576,26.0160,23.0030,19.8200,78.1077,25.8303
2441,Azure Blue|Dark Olive Drab|Grey|Yellow,#0066D9|#575B54|#8C9099|#FFE800,31.9496,28.1723,26.1629,23.4962,20.1313,76.5314,25.8343
2442,Blue|Red|White|Yellow,#003776|#E72F1D|#EBF7FF|#FFE800,31.9368,27.7727,25.8289,23.8959,22.1101,65.2067,25.8343
2443,Polymaker Teal|Purple|Grey|Pink,#4CC0C7|#6C47B2|#8C9099|#F1A1AF,32.4680,28.1344,26.0952,23.5422,20.3544,45.8103,25.8383
2444,Dark Grey|Dark Olive Drab|Purple|Magenta,#485259|#575B54|#6C47B2|#F24574,33.5992,28.2837,25.7981,23.3973,21.2378,57.4721,25.8405
2445,Polymaker Teal|Purple|Grey|Cold White,#4CC0C7|#6C47B2|#8C9099|#D9DFE5,32.3891,28.1155,26.0986,23.5676,20.3790,45.8415,25.8415
2446,Azure Blue|Red|White|Yellow,#0066D9|#E72F1D|#EBF7FF|#FFE800,32.8874,28.1434,25.9024,23.5471,21.3845,53.2910,25.8453
2447,Polymaker Teal|Purple|Grey|White,#4CC0C7|#6C47B2|#8C9099|#EBF7FF,32.3840,28.1142,26.1009,23.5829,20.4125,45.7355,25.8485
2448,Blue|Dark Grey|Dark Olive Drab|Purple,#003776|#485259|#575B54|#6C47B2,33.9473,28.3571,25.8232,23.3446,21.0882,57.5401,25.8508
2449,Green|Dark Olive Drab|White|Orange,#06924D|#575B54|#EBF7FF|#F67405,29.0208,27.2701,26.1434,24.4468,22.1602,47.2289,25.8585
2450,Dark Olive Drab|Olive Green|White|Orange,#575B54|#948902|#EBF7FF|#F67405,29.0208,27.2701,26.1434,24.4468,22.1602,47.2289,25.8585
2451,Dark Olive Drab|Lime Green|White|Orange,#575B54|#D5D701|#EBF7FF|#F67405,29.0208,27.2701,26.1434,24.4468,22.1602,47.2289,25.8585
2452,Dark Olive Drab|White|Orange|Yellow,#575B54|#EBF7FF|#F67405|#FFE800,29.0208,27.2701,26.1434,24.4468,22.1602,47.2289,25.8585
2453,Blue|Dark Olive Drab|Olive Green|Magenta,#003776|#575B54|#948902|#F24574,31.1888,27.4606,25.9148,24.2563,22.3824,60.3173,25.8585
2454,Blue|Olive Green|Cold White|Red,#003776|#948902|#D9DFE5|#E72F1D,38.8887,30.0809,25.8982,21.6395,17.6844,86.6139,25.8602
2455,Dark Grey|Purple|Grey|Yellow,#485259|#6C47B2|#8C9099|#FFE800,30.8529,27.9297,26.1862,23.7969,20.6534,84.4004,25.8633
2456,Azure Blue|Red|Orange|Yellow,#0066D9|#E72F1D|#F67405|#FFE800,32.7820,28.1386,25.9468,23.6046,21.4019,53.2293,25.8716
2457,Blue|White|Magenta|Yellow,#003776|#EBF7FF|#F24574|#FFE800,31.9483,27.7979,25.8814,23.9550,22.1551,64.9174,25.8764
2458,Purple|Grey|Cold White|Red,#6C47B2|#8C9099|#D9DFE5|#E72F1D,32.1219,28.0918,26.1578,23.6650,20.4708,44.6824,25.8784
2459,Blue|Brown|Lime Green|Magenta,#003776|#55331A|#D5D701|#F24574,33.9945,28.4997,25.8373,23.2596,20.8787,64.4098,25.8797
2460,Black|Polymaker Teal|Tan|Magenta,#080A0D|#4CC0C7|#A79E82|#F24574,38.0472,29.8084,25.9171,21.9709,18.4193,55.7098,25.8896
2461,Azure Blue|Black|Dark Olive Drab|Tan,#0066D9|#080A0D|#575B54|#A79E82,31.2870,28.0878,26.2425,23.6922,20.4732,78.2835,25.8900
2462,Black|Polymaker Teal|Grey|Pink,#080A0D|#4CC0C7|#8C9099|#F1A1AF,37.0151,29.0631,25.9181,22.7350,19.4383,52.3799,25.8990
2463,Azure Blue|Magenta|Orange|Yellow,#0066D9|#F24574|#F67405|#FFE800,32.7723,28.1597,25.9805,23.6387,21.3982,52.6725,25.8992
2464,Azure Blue|Green|Dark Olive Drab|Purple,#0066D9|#06924D|#575B54|#6C47B2,45.2830,30.5601,25.3039,21.2414,18.3198,64.7873,25.9008
2465,Purple|Grey|Red|White,#6C47B2|#8C9099|#E72F1D|#EBF7FF,32.1575,28.1266,26.1802,23.6755,20.4665,44.7603,25.9010
2466,Blue|Black|Tan|White,#003776|#080A0D|#A79E82|#EBF7FF,35.9389,28.9650,25.8962,22.8434,20.0546,61.3271,25.9042
2467,Purple|Grey|Cold White|Magenta,#6C47B2|#8C9099|#D9DFE5|#F24574,32.3718,28.1834,26.1873,23.6674,20.4829,45.6189,25.9254
2468,Dark Olive Drab|Grey|Pink|Yellow,#575B54|#8C9099|#F1A1AF|#FFE800,30.0044,27.7587,26.2915,24.0929,21.0795,48.3391,25.9258
2469,Purple|Grey|White|Magenta,#6C47B2|#8C9099|#EBF7FF|#F24574,32.3512,28.1883,26.2118,23.6921,20.4922,45.6401,25.9402
2470,Black|Polymaker Teal|Tan|Pink,#080A0D|#4CC0C7|#A79E82|#F1A1AF,37.5502,29.4714,25.9900,22.4279,19.1022,51.5847,25.9497
2471,Azure Blue|Red|Pink|Yellow,#0066D9|#E72F1D|#F1A1AF|#FFE800,33.0769,28.3063,26.0235,23.6038,21.3722,53.9624,25.9550
2472,Blue|Olive Green|Lime Green|Magenta,#003776|#948902|#D5D701|#F24574,34.0311,28.6016,25.9469,23.3230,20.9136,65.2545,25.9623
2473,Green|Dark Olive Drab|Tan|Magenta,#06924D|#575B54|#A79E82|#F24574,29.1319,27.3696,26.2393,24.5591,22.3707,45.3152,25.9643
2474,Black|Dark Olive Drab|Tan|Magenta,#080A0D|#575B54|#A79E82|#F24574,29.1319,27.3696,26.2393,24.5591,22.3707,45.3152,25.9643
2475,Dark Olive Drab|Olive Green|Tan|Magenta,#575B54|#948902|#A79E82|#F24574,29.1319,27.3696,26.2393,24.5591,22.3707,45.3152,25.9643
2476,Dark Olive Drab|Tan|Lime Green|Magenta,#575B54|#A79E82|#D5D701|#F24574,29.1319,27.3696,26.2393,24.5591,22.3707,45.3152,25.9643
2477,Dark Olive Drab|Tan|Red|Magenta,#575B54|#A79E82|#E72F1D|#F24574,29.1319,27.3696,26.2393,24.5591,22.3707,45.3152,25.9643
2478,Dark Olive Drab|Tan|Magenta|Orange,#575B54|#A79E82|#F24574|#F67405,29.1319,27.3696,26.2393,24.5591,22.3707,45.3152,25.9643
2479,Dark Olive Drab|Tan|Magenta|Yellow,#575B54|#A79E82|#F24574|#FFE800,29.1319,27.3696,26.2393,24.5591,22.3707,45.3152,25.9643
